"centers"	"weightClass"	"region"	"stratumName"
"nJhEMIYxEhoy"	"Class4"	"Region2"	"tango"
"nJhEMIYxEhoy"	"Class4"	"Region2"	"tango"
"nJhEMIYxEhoy"	"Class5"	"Region2"	"tango"
"YXdoSGkG9TT8"	"Class1"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class4"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class3"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class4"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class5"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class3"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class4"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class4"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class4"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class3"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class2"	"Region1"	"papa"
"YXdoSGkG9TT8"	"Class1"	"Region1"	"papa"
"2mnCvkkz3oga"	"Class4"	"Region2"	"tango"
"2mnCvkkz3oga"	"Class1"	"Region2"	"tango"
"2mnCvkkz3oga"	"Class4"	"Region2"	"tango"
"2mnCvkkz3oga"	"Class4"	"Region2"	"tango"
"2mnCvkkz3oga"	"Class5"	"Region2"	"tango"
"33YN1x1MK0OR"	"Class1"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class1"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class1"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class1"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class2"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class3"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class1"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class5"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class1"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class1"	"Region2"	"papa"
"33YN1x1MK0OR"	"Class5"	"Region2"	"papa"
"qDpkLHUB3JUH"	"Class3"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class5"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class5"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class3"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class3"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class2"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class3"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class2"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class3"	"Region1"	"papa"
"qDpkLHUB3JUH"	"Class4"	"Region1"	"papa"
"zzmyTgPFTinU"	"Class5"	"Region9"	"papa"
"zzmyTgPFTinU"	"Class5"	"Region9"	"papa"
"zzmyTgPFTinU"	"Class1"	"Region9"	"papa"
"zzmyTgPFTinU"	"Class4"	"Region9"	"papa"
"zzmyTgPFTinU"	"Class3"	"Region9"	"papa"
"zzmyTgPFTinU"	"Class5"	"Region9"	"papa"
"MxCVimXqyNtS"	"Class3"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class3"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class1"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class4"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class3"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class4"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class1"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class3"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class3"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class3"	"Region10"	"alpha"
"MxCVimXqyNtS"	"Class3"	"Region10"	"alpha"
"H7ENeRtkZLtf"	"Class4"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class4"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class3"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class1"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class5"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class4"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class4"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class5"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class4"	"Region8"	"papa"
"H7ENeRtkZLtf"	"Class1"	"Region8"	"papa"
"niLqEfiV8tNk"	"Class2"	"Region8"	"tango"
"niLqEfiV8tNk"	"Class1"	"Region8"	"tango"
"niLqEfiV8tNk"	"Class1"	"Region8"	"tango"
"niLqEfiV8tNk"	"Class1"	"Region8"	"tango"
"niLqEfiV8tNk"	"Class2"	"Region8"	"tango"
"x3Gwnd3kwmZ2"	"Class2"	"Region8"	"papa"
"x3Gwnd3kwmZ2"	"Class3"	"Region8"	"papa"
"x3Gwnd3kwmZ2"	"Class3"	"Region8"	"papa"
"4Faz5EmeU1rY"	"Class4"	"Region7"	"alpha"
"4Faz5EmeU1rY"	"Class3"	"Region7"	"alpha"
"4Faz5EmeU1rY"	"Class3"	"Region7"	"alpha"
"4Faz5EmeU1rY"	"Class4"	"Region7"	"alpha"
"oV6jw4QqZtU1"	"Class3"	"Region6"	"tango"
"oV6jw4QqZtU1"	"Class3"	"Region6"	"tango"
"oV6jw4QqZtU1"	"Class4"	"Region6"	"tango"
"oV6jw4QqZtU1"	"Class1"	"Region6"	"tango"
"oV6jw4QqZtU1"	"Class3"	"Region6"	"tango"
"oV6jw4QqZtU1"	"Class1"	"Region6"	"tango"
"oV6jw4QqZtU1"	"Class4"	"Region6"	"tango"
"bnjwJXu8BZ5T"	"Class4"	"Region8"	"tango"
"bnjwJXu8BZ5T"	"Class5"	"Region8"	"tango"
"ktalaEeTlVuz"	"Class5"	"Region8"	"papa"
"ktalaEeTlVuz"	"Class3"	"Region8"	"papa"
"ktalaEeTlVuz"	"Class2"	"Region8"	"papa"
"ktalaEeTlVuz"	"Class1"	"Region8"	"papa"
"ktalaEeTlVuz"	"Class2"	"Region8"	"papa"
"ktalaEeTlVuz"	"Class1"	"Region8"	"papa"
"ktalaEeTlVuz"	"Class1"	"Region8"	"papa"
"ktalaEeTlVuz"	"Class1"	"Region8"	"papa"
"JdiRcQWhQ8Kr"	"Class3"	"Region5"	"alpha"
"JdiRcQWhQ8Kr"	"Class1"	"Region5"	"alpha"
"JdiRcQWhQ8Kr"	"Class4"	"Region5"	"alpha"
"JdiRcQWhQ8Kr"	"Class3"	"Region5"	"alpha"
"JdiRcQWhQ8Kr"	"Class3"	"Region5"	"alpha"
"JdiRcQWhQ8Kr"	"Class4"	"Region5"	"alpha"
"JdiRcQWhQ8Kr"	"Class5"	"Region5"	"alpha"
"JdiRcQWhQ8Kr"	"Class3"	"Region5"	"alpha"
"XDapY9TcCNJK"	"Class2"	"Region2"	"papa"
"XDapY9TcCNJK"	"Class2"	"Region2"	"papa"
"wDsf3qL8ZOY2"	"Class1"	"Region2"	"papa"
"wDsf3qL8ZOY2"	"Class4"	"Region2"	"papa"
"wDsf3qL8ZOY2"	"Class4"	"Region2"	"papa"
"wDsf3qL8ZOY2"	"Class4"	"Region2"	"papa"
"wDsf3qL8ZOY2"	"Class2"	"Region2"	"papa"
"wDsf3qL8ZOY2"	"Class5"	"Region2"	"papa"
"wDsf3qL8ZOY2"	"Class4"	"Region2"	"papa"
"zospzgSZVZEi"	"Class3"	"Region8"	"papa"
"zospzgSZVZEi"	"Class1"	"Region8"	"papa"
"zospzgSZVZEi"	"Class5"	"Region8"	"papa"
"zospzgSZVZEi"	"Class3"	"Region8"	"papa"
"zospzgSZVZEi"	"Class3"	"Region8"	"papa"
"RFuCGFSGZft0"	"Class4"	"Region1"	"alpha"
"RFuCGFSGZft0"	"Class5"	"Region1"	"alpha"
"RFuCGFSGZft0"	"Class4"	"Region1"	"alpha"
"RFuCGFSGZft0"	"Class4"	"Region1"	"alpha"
"RFuCGFSGZft0"	"Class4"	"Region1"	"alpha"
"RFuCGFSGZft0"	"Class4"	"Region1"	"alpha"
"RFuCGFSGZft0"	"Class1"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class4"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class5"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class4"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class3"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class4"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class1"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class4"	"Region1"	"alpha"
"fkFKlhJCDdUA"	"Class1"	"Region1"	"alpha"
"aG7wW9ASbt86"	"Class3"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class1"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class5"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class2"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class5"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class5"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class4"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class4"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class1"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class4"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class5"	"Region10"	"tango"
"aG7wW9ASbt86"	"Class5"	"Region10"	"tango"
"ifIxicU2A9zs"	"Class4"	"Region10"	"tango"
"ifIxicU2A9zs"	"Class2"	"Region10"	"tango"
"ifIxicU2A9zs"	"Class3"	"Region10"	"tango"
"ifIxicU2A9zs"	"Class2"	"Region10"	"tango"
"uwnVqfSb5eRP"	"Class5"	"Region1"	"papa"
"uwnVqfSb5eRP"	"Class3"	"Region1"	"papa"
"uwnVqfSb5eRP"	"Class4"	"Region1"	"papa"
"uwnVqfSb5eRP"	"Class4"	"Region1"	"papa"
"uwnVqfSb5eRP"	"Class5"	"Region1"	"papa"
"uwnVqfSb5eRP"	"Class5"	"Region1"	"papa"
"uwnVqfSb5eRP"	"Class4"	"Region1"	"papa"
"mbLrtY56Dcgj"	"Class3"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class3"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class2"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class5"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class3"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class3"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class4"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class1"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class5"	"Region7"	"tango"
"mbLrtY56Dcgj"	"Class4"	"Region7"	"tango"
"R3cz21clhbce"	"Class5"	"Region4"	"papa"
"R3cz21clhbce"	"Class4"	"Region4"	"papa"
"R3cz21clhbce"	"Class3"	"Region4"	"papa"
"R3cz21clhbce"	"Class4"	"Region4"	"papa"
"pRhKlXCQ7yMg"	"Class4"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class5"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class3"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class4"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class5"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class3"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class5"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class3"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class4"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class4"	"Region4"	"alpha"
"pRhKlXCQ7yMg"	"Class1"	"Region4"	"alpha"
"uAuB1nn4hLNc"	"Class5"	"Region9"	"alpha"
"uAuB1nn4hLNc"	"Class1"	"Region9"	"alpha"
"uAuB1nn4hLNc"	"Class4"	"Region9"	"alpha"
"uAuB1nn4hLNc"	"Class2"	"Region9"	"alpha"
"uAuB1nn4hLNc"	"Class1"	"Region9"	"alpha"
"uAuB1nn4hLNc"	"Class5"	"Region9"	"alpha"
"uAuB1nn4hLNc"	"Class1"	"Region9"	"alpha"
"uAuB1nn4hLNc"	"Class3"	"Region9"	"alpha"
"U6Tv8kdPsk8R"	"Class2"	"Region1"	"alpha"
"U6Tv8kdPsk8R"	"Class1"	"Region1"	"alpha"
"U6Tv8kdPsk8R"	"Class2"	"Region1"	"alpha"
"U6Tv8kdPsk8R"	"Class4"	"Region1"	"alpha"
"U6Tv8kdPsk8R"	"Class1"	"Region1"	"alpha"
"U6Tv8kdPsk8R"	"Class2"	"Region1"	"alpha"
"U6Tv8kdPsk8R"	"Class2"	"Region1"	"alpha"
"3CMzwpJS7kmf"	"Class1"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class5"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class3"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class1"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class4"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class1"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class5"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class3"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class4"	"Region6"	"tango"
"3CMzwpJS7kmf"	"Class3"	"Region6"	"tango"
"7AczAYcf9M5s"	"Class2"	"Region10"	"tango"
"7AczAYcf9M5s"	"Class3"	"Region10"	"tango"
"7AczAYcf9M5s"	"Class4"	"Region10"	"tango"
"7AczAYcf9M5s"	"Class2"	"Region10"	"tango"
"7AczAYcf9M5s"	"Class2"	"Region10"	"tango"
"4WcIXJfB8b4g"	"Class2"	"Region3"	"papa"
"4WcIXJfB8b4g"	"Class3"	"Region3"	"papa"
"4WcIXJfB8b4g"	"Class4"	"Region3"	"papa"
"4WcIXJfB8b4g"	"Class4"	"Region3"	"papa"
"rIl9BTo6O7L7"	"Class3"	"Region8"	"papa"
"QxARR3tlPwr3"	"Class5"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class3"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class4"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class4"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class2"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class4"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class4"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class5"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class3"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class3"	"Region9"	"papa"
"QxARR3tlPwr3"	"Class1"	"Region9"	"papa"
"fo6qeQeKI5t7"	"Class4"	"Region10"	"tango"
"fo6qeQeKI5t7"	"Class4"	"Region10"	"tango"
"fo6qeQeKI5t7"	"Class2"	"Region10"	"tango"
"fo6qeQeKI5t7"	"Class4"	"Region10"	"tango"
"fo6qeQeKI5t7"	"Class4"	"Region10"	"tango"
"fo6qeQeKI5t7"	"Class5"	"Region10"	"tango"
"fo6qeQeKI5t7"	"Class5"	"Region10"	"tango"
"geb1V7pM6lkM"	"Class4"	"Region8"	"papa"
"geb1V7pM6lkM"	"Class5"	"Region8"	"papa"
"geb1V7pM6lkM"	"Class1"	"Region8"	"papa"
"geb1V7pM6lkM"	"Class4"	"Region8"	"papa"
"geb1V7pM6lkM"	"Class3"	"Region8"	"papa"
"geb1V7pM6lkM"	"Class5"	"Region8"	"papa"
"xMNdsjxY9mMA"	"Class1"	"Region1"	"tango"
"xSLrWyz6oYdd"	"Class3"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class4"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class4"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class5"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class5"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class5"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class5"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class4"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class3"	"Region8"	"papa"
"xSLrWyz6oYdd"	"Class4"	"Region8"	"papa"
"h7bhDX422pf6"	"Class2"	"Region8"	"papa"
"h7bhDX422pf6"	"Class1"	"Region8"	"papa"
"R9yvjGKXmlsF"	"Class5"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class3"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class3"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class3"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class2"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class4"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class4"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class3"	"Region8"	"tango"
"R9yvjGKXmlsF"	"Class1"	"Region8"	"tango"
"w0RyTWTHPsDr"	"Class4"	"Region8"	"tango"
"w0RyTWTHPsDr"	"Class4"	"Region8"	"tango"
"w0RyTWTHPsDr"	"Class4"	"Region8"	"tango"
"w0RyTWTHPsDr"	"Class4"	"Region8"	"tango"
"w0RyTWTHPsDr"	"Class3"	"Region8"	"tango"
"w0RyTWTHPsDr"	"Class4"	"Region8"	"tango"
"w0RyTWTHPsDr"	"Class5"	"Region8"	"tango"
"YhYGUFpV91zv"	"Class2"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class5"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class4"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class2"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class3"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class3"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class2"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class5"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class5"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class4"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class2"	"Region8"	"papa"
"YhYGUFpV91zv"	"Class1"	"Region8"	"papa"
"hhBoinOeZCPe"	"Class5"	"Region10"	"papa"
"hhBoinOeZCPe"	"Class5"	"Region10"	"papa"
"hhBoinOeZCPe"	"Class5"	"Region10"	"papa"
"hhBoinOeZCPe"	"Class2"	"Region10"	"papa"
"L3vRZotqUtW7"	"Class4"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class5"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class5"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class4"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class2"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class5"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class4"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class4"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class2"	"Region3"	"papa"
"L3vRZotqUtW7"	"Class5"	"Region3"	"papa"
"yJ0Cm5FB5o6N"	"Class4"	"Region8"	"papa"
"yJ0Cm5FB5o6N"	"Class5"	"Region8"	"papa"
"yJ0Cm5FB5o6N"	"Class5"	"Region8"	"papa"
"Op0BAUoXf8ws"	"Class4"	"Region8"	"papa"
"Op0BAUoXf8ws"	"Class4"	"Region8"	"papa"
"Op0BAUoXf8ws"	"Class3"	"Region8"	"papa"
"Op0BAUoXf8ws"	"Class5"	"Region8"	"papa"
"Op0BAUoXf8ws"	"Class4"	"Region8"	"papa"
"Op0BAUoXf8ws"	"Class3"	"Region8"	"papa"
"Op0BAUoXf8ws"	"Class2"	"Region8"	"papa"
"w5BGyCihBaUZ"	"Class3"	"Region1"	"papa"
"w5BGyCihBaUZ"	"Class3"	"Region1"	"papa"
"w5BGyCihBaUZ"	"Class4"	"Region1"	"papa"
"w5BGyCihBaUZ"	"Class3"	"Region1"	"papa"
"KuVCocIVGTex"	"Class3"	"Region10"	"papa"
"KuVCocIVGTex"	"Class4"	"Region10"	"papa"
"KuVCocIVGTex"	"Class5"	"Region10"	"papa"
"KuVCocIVGTex"	"Class3"	"Region10"	"papa"
"KuVCocIVGTex"	"Class3"	"Region10"	"papa"
"cxYNcoPro18F"	"Class4"	"Region8"	"papa"
"cxYNcoPro18F"	"Class2"	"Region8"	"papa"
"cxYNcoPro18F"	"Class5"	"Region8"	"papa"
"cxYNcoPro18F"	"Class5"	"Region8"	"papa"
"cxYNcoPro18F"	"Class3"	"Region8"	"papa"
"cxYNcoPro18F"	"Class2"	"Region8"	"papa"
"cxYNcoPro18F"	"Class3"	"Region8"	"papa"
"cxYNcoPro18F"	"Class1"	"Region8"	"papa"
"3Z7C14bNPIhD"	"Class4"	"Region9"	"papa"
"3Z7C14bNPIhD"	"Class3"	"Region9"	"papa"
"3Z7C14bNPIhD"	"Class3"	"Region9"	"papa"
"3Z7C14bNPIhD"	"Class4"	"Region9"	"papa"
"3Z7C14bNPIhD"	"Class1"	"Region9"	"papa"
"XxqIajo3hIkB"	"Class2"	"Region7"	"papa"
"XxqIajo3hIkB"	"Class2"	"Region7"	"papa"
"XxqIajo3hIkB"	"Class2"	"Region7"	"papa"
"wRx6M3H3MMyR"	"Class1"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class5"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class3"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class3"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class3"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class3"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class4"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class2"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class4"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class4"	"Region2"	"tango"
"wRx6M3H3MMyR"	"Class3"	"Region2"	"tango"
"deFrE4lOl3Ry"	"Class2"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class5"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class4"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class5"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class4"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class5"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class5"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class2"	"Region2"	"papa"
"deFrE4lOl3Ry"	"Class1"	"Region2"	"papa"
"ULxtlzWg6fbw"	"Class4"	"Region8"	"tango"
"ULxtlzWg6fbw"	"Class1"	"Region8"	"tango"
"ULxtlzWg6fbw"	"Class4"	"Region8"	"tango"
"ULxtlzWg6fbw"	"Class2"	"Region8"	"tango"
"ULxtlzWg6fbw"	"Class4"	"Region8"	"tango"
"ULxtlzWg6fbw"	"Class5"	"Region8"	"tango"
"ULxtlzWg6fbw"	"Class2"	"Region8"	"tango"
"ULxtlzWg6fbw"	"Class3"	"Region8"	"tango"
"NtaoOWamHXq8"	"Class5"	"Region2"	"papa"
"NtaoOWamHXq8"	"Class5"	"Region2"	"papa"
"OOUHs5JV26o9"	"Class1"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class2"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class1"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class1"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class2"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class2"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class3"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class2"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class3"	"Region10"	"papa"
"OOUHs5JV26o9"	"Class2"	"Region10"	"papa"
"7hA8umphqsPm"	"Class4"	"Region8"	"papa"
"7hA8umphqsPm"	"Class5"	"Region8"	"papa"
"7hA8umphqsPm"	"Class2"	"Region8"	"papa"
"7hA8umphqsPm"	"Class3"	"Region8"	"papa"
"7hA8umphqsPm"	"Class4"	"Region8"	"papa"
"7hA8umphqsPm"	"Class4"	"Region8"	"papa"
"7hA8umphqsPm"	"Class1"	"Region8"	"papa"
"7hA8umphqsPm"	"Class4"	"Region8"	"papa"
"7hA8umphqsPm"	"Class5"	"Region8"	"papa"
"r0Yk1mDhY57g"	"Class3"	"Region2"	"tango"
"r0Yk1mDhY57g"	"Class3"	"Region2"	"tango"
"dWlpxhprj0Y7"	"Class3"	"Region10"	"alpha"
"dWlpxhprj0Y7"	"Class4"	"Region10"	"alpha"
"dWlpxhprj0Y7"	"Class5"	"Region10"	"alpha"
"dWlpxhprj0Y7"	"Class1"	"Region10"	"alpha"
"dWlpxhprj0Y7"	"Class3"	"Region10"	"alpha"
"dWlpxhprj0Y7"	"Class5"	"Region10"	"alpha"
"ySRB0kRvUZj0"	"Class3"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class3"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class2"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class3"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class4"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class4"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class3"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class2"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class1"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class2"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class2"	"Region8"	"papa"
"ySRB0kRvUZj0"	"Class3"	"Region8"	"papa"
"pLXJwJQOIrrP"	"Class3"	"Region4"	"tango"
"pLXJwJQOIrrP"	"Class2"	"Region4"	"tango"
"nF4P16uGBTjx"	"Class1"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class3"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class4"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class4"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class3"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class3"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class4"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class4"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class4"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class5"	"Region8"	"papa"
"nF4P16uGBTjx"	"Class4"	"Region8"	"papa"
"J9GSm2w6TdCm"	"Class3"	"Region2"	"papa"
"J9GSm2w6TdCm"	"Class4"	"Region2"	"papa"
"MXG0Xux39KkC"	"Class3"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class2"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class4"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class3"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class3"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class5"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class4"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class3"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class4"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class3"	"Region9"	"alpha"
"MXG0Xux39KkC"	"Class3"	"Region9"	"alpha"
"A2ojqmKXdP1W"	"Class5"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class3"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class5"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class5"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class3"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class4"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class4"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class2"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class4"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class5"	"Region2"	"papa"
"A2ojqmKXdP1W"	"Class1"	"Region2"	"papa"
"YOFiQQnRxz0U"	"Class4"	"Region10"	"papa"
"YOFiQQnRxz0U"	"Class5"	"Region10"	"papa"
